,Title,Authors,Page numbers,DOI,Year of publication
244,Intra-operative Update of Boundary Conditions for Patient-Specific Surgical Simulation,"Eleonora Tagliabue, Marco Piccinelli, Diego Dallâ€™Alba, Juan Verde, Micha Pfeiffer, Riccardo Marin et al.",373-382,/chapter/10.1007/978-3-030-87202-1_36,2021
245,Deep Iterative 2D/3D Registration,"Srikrishna Jaganathan, Jian Wang, Anja Borsdorf, Karthik Shetty, Andreas Maier",383-392,/chapter/10.1007/978-3-030-87202-1_37,2021
246,Rapid Treatment Planning for Low-dose-rate Prostate Brachytherapy with TP-GAN,"Tajwar Abrar Aleef, Ingrid T. Spadinger, Michael D. Peacock, Septimiu E. Salcudean, S. Sara Mahdavi",581-590,/chapter/10.1007/978-3-030-87202-1_56,2021
247,Trans-SVNet: Accurate Phase Recognition from Surgical Videos via Hybrid Embedding Aggregation Transformer,"Xiaojie Gao, Yueming Jin, Yonghao Long, Qi Dou, Pheng-Ann Heng",593-603,/chapter/10.1007/978-3-030-87202-1_57,2021
248,OperA: Attention-Regularized Transformers for Surgical Phase Recognition,"Tobias Czempiel, Magdalini Paschali, Daniel Ostler, Seong Tae Kim, Benjamin Busam, Nassir Navab",604-614,/chapter/10.1007/978-3-030-87202-1_58,2021
249,Surgical Workflow Anticipation Using Instrument Interaction,"Kun Yuan, Matthew Holden, Shijian Gao, Won-Sook Lee",615-625,/chapter/10.1007/978-3-030-87202-1_59,2021
250,Multi-view Surgical Video Action Detection via Mixed Global View Attention,"Adam Schmidt, Aidean Sharghi, Helene Haugerud, Daniel Oh, Omid Mohareri",626-635,/chapter/10.1007/978-3-030-87202-1_60,2021
251,Interhemispheric Functional Connectivity in the Primary Motor Cortex Distinguishes Between Training on a Physical and a Virtual Surgical Simulator,"Anirban Dutta, Anil Kamat, Basiel Makled, Jack Norfleet, Xavier Intes, Suvranu De",636-644,/chapter/10.1007/978-3-030-87202-1_61,2021
252,Image-Based Incision Detection for Topological Intraoperative 3D Model Update in Augmented Reality Assisted Laparoscopic Surgery,"Tom FranÃ§ois, Lilian Calvet, Callyane SÃ¨ve-dâ€™Erceville, Nicolas Bourdel, Adrien Bartoli",647-656,/chapter/10.1007/978-3-030-87202-1_62,2021
253,Using Multiple Images and Contours for Deformable 3D-2D Registration of a Preoperative CT in Laparoscopic Liver Surgery,"Yamid Espinel, Lilian Calvet, Karim Botros, Emmanuel Buc, Christophe Tilmant, Adrien Bartoli",657-666,/chapter/10.1007/978-3-030-87202-1_63,2021
254,SurgeonAssist-Net: Towards Context-Aware Head-Mounted Display-Based Augmented Reality for Surgical Guidance,"Mitchell Doughty, Karan Singh, Nilesh R. Ghugre",667-677,/chapter/10.1007/978-3-030-87202-1_64,2021
255,DeepStationing: Thoracic Lymph Node Station Parsing in CT Scans Using Anatomical Context Encoding and Key Organ Auto-Search,"Dazhou Guo, Xianghua Ye, Jia Ge, Xing Di, Le Lu, Lingyun Huang et al.",3-12,/chapter/10.1007/978-3-030-87240-3_1,2021
256,Hepatocellular Carcinoma Segmentation from Digital Subtraction Angiography Videos Using Learnable Temporal Difference,"Wenting Jiang, Yicheng Jiang, Lu Zhang, Changmiao Wang, Xiaoguang Han, Shuixing Zhang et al.",13-22,/chapter/10.1007/978-3-030-87240-3_2,2021
257,CA-Net: Leveraging Contextual Features for Lung Cancer Prediction,"Mingzhou Liu, Fandong Zhang, Xinwei Sun, Yizhou Yu, Yizhou Wang",23-32,/chapter/10.1007/978-3-030-87240-3_3,2021
258,Semi-supervised Learning for Bone Mineral Density Estimation in Hip X-Ray Images,"Kang Zheng, Yirui Wang, Xiao-Yun Zhou, Fakai Wang, Le Lu, Chihung Lin et al.",33-42,/chapter/10.1007/978-3-030-87240-3_4,2021
259,DAE-GCN: Identifying Disease-Related Features for Disease Prediction,"Churan Wang, Xinwei Sun, Fandong Zhang, Yizhou Yu, Yizhou Wang",43-52,/chapter/10.1007/978-3-030-87240-3_5,2021
260,Enhanced Breast Lesion Classification via Knowledge Guided Cross-Modal and Semantic Data Augmentation,"Kun Chen, Yuanfan Guo, Canqian Yang, Yi Xu, Rui Zhang, Chunxiao Li et al.",53-63,/chapter/10.1007/978-3-030-87240-3_6,2021
261,Multiple Meta-model Quantifying for Medical Visual Question Answering,"Tuong Do, Binh X. Nguyen, Erman Tjiputra, Minh Tran, Quang D. Tran, Anh Nguyen",64-74,/chapter/10.1007/978-3-030-87240-3_7,2021
262,mfTrans-Net: Quantitative Measurement of Hepatocellular Carcinoma via Multi-Function Transformer Regression Network,"Jianfeng Zhao, Xiaojiao Xiao, Dengwang Li, Jaron Chong, Zahra Kassam, Bo Chen et al.",75-84,/chapter/10.1007/978-3-030-87240-3_8,2021
263,You only Learn Once: Universal Anatomical Landmark Detection,"Heqin Zhu, Qingsong Yao, Li Xiao, S. Kevin Zhou",85-95,/chapter/10.1007/978-3-030-87240-3_9,2021
264,A Coherent Cooperative Learning Framework Based on Transfer Learning for Unsupervised Cross-Domain Classification,"Xinxin Shan, Ying Wen, Qingli Li, Yue Lu, Haibin Cai",96-106,/chapter/10.1007/978-3-030-87240-3_10,2021
265,Towards a Non-invasive Diagnosis of Portal Hypertension Based on an Eulerian CFD Model with Diffuse Boundary Conditions,"Lixin Ren, Shang Wan, Yi Wei, Xiaowei He, Bin Song, Enhua Wu",107-116,/chapter/10.1007/978-3-030-87240-3_11,2021
266,A Segmentation-Assisted Model for Universal Lesion Detection with Partial Labels,"Fei Lyu, Baoyao Yang, Andy J. Ma, Pong C. Yuen",117-127,/chapter/10.1007/978-3-030-87240-3_12,2021
267,Constrained Contrastive Distribution Learning for Unsupervised Anomaly Detection and Localisation in Medical Images,"Yu Tian, Guansong Pang, Fengbei Liu, Yuanhong Chen, Seon Ho Shin, Johan W. Verjans et al.",128-140,/chapter/10.1007/978-3-030-87240-3_13,2021
268,Conditional Training with Bounding Map for Universal Lesion Detection,"Han Li, Long Chen, Hu Han, Ying Chi, S. Kevin Zhou",141-152,/chapter/10.1007/978-3-030-87240-3_14,2021
269,Focusing on Clinically Interpretable Features: Selective Attention Regularization for Liver Biopsy Image Classification,"Chong Yin, Siqi Liu, Rui Shao, Pong C. Yuen",153-162,/chapter/10.1007/978-3-030-87240-3_15,2021
270,Categorical Relation-Preserving Contrastive Knowledge Distillation for Medical Image Classification,"Xiaohan Xing, Yuenan Hou, Hang Li, Yixuan Yuan, Hongsheng Li, Max Q.-H. Meng",163-173,/chapter/10.1007/978-3-030-87240-3_16,2021
271,Tensor-Based Multi-index Representation Learning for Major Depression Disorder Detection with Resting-State fMRI,"Dongren Yao, Erkun Yang, Hao Guan, Jing Sui, Zhizhong Zhang, Mingxia Liu",174-184,/chapter/10.1007/978-3-030-87240-3_17,2021
272,Region Ensemble Network for MCI Conversion Prediction with a Relation Regularized Loss,"Yuan-Xing Zhao, Yan-Ming Zhang, Ming Song, Cheng-Lin Liu",185-194,/chapter/10.1007/978-3-030-87240-3_18,2021
273,Airway Anomaly Detection by Prototype-Based Graph Neural Network,"Tianyi Zhao, Zhaozheng Yin",195-204,/chapter/10.1007/978-3-030-87240-3_19,2021
274,Energy-Based Supervised Hashing for Multimorbidity Image Retrieval,"Peng Huang, Xiuzhuang Zhou, Zeqiang Wei, Guodong Guo",205-214,/chapter/10.1007/978-3-030-87240-3_20,2021
275,Stochastic 4D Flow Vector-Field Signatures: A New Approach for Comprehensive 4D Flow MRI Quantification,"Mohammed S. M. Elbaz, Chris Malaisrie, Patrick McCarthy, Michael Markl",215-224,/chapter/10.1007/978-3-030-87240-3_21,2021
276,Source-Free Domain Adaptive Fundus Image Segmentation with Denoised Pseudo-Labeling,"Cheng Chen, Quande Liu, Yueming Jin, Qi Dou, Pheng-Ann Heng",225-235,/chapter/10.1007/978-3-030-87240-3_22,2021
277,ASC-Net: Adversarial-Based Selective Network for Unsupervised Anomaly Segmentation,"Raunak Dey, Yi Hong",236-247,/chapter/10.1007/978-3-030-87240-3_23,2021
278,Cost-Sensitive Meta-learning for Progress Prediction of Subjective Cognitive Decline with Brain Structural MRI,"Hao Guan, Yunbi Liu, Shifu Xiao, Ling Yue, Mingxia Liu",248-258,/chapter/10.1007/978-3-030-87240-3_24,2021
279,Effective Pancreatic Cancer Screening on Non-contrast CT Scans via Anatomy-Aware Transformers,"Yingda Xia, Jiawen Yao, Le Lu, Lingyun Huang, Guotong Xie, Jing Xiao et al.",259-269,/chapter/10.1007/978-3-030-87240-3_25,2021
280,Learning from Subjective Ratings Using Auto-Decoded Deep Latent Embeddings,"Bowen Li, Xinping Ren, Ke Yan, Le Lu, Lingyun Huang, Guotong Xie et al.",270-280,/chapter/10.1007/978-3-030-87240-3_26,2021
281,VertNet: Accurate Vertebra Localization and Identification Network from CT Images,"Zhiming Cui, Changjian Li, Lei Yang, Chunfeng Lian, Feng Shi, Wenping Wang et al.",281-290,/chapter/10.1007/978-3-030-87240-3_27,2021
282,VinDr-SpineXR: A Deep Learning Framework for Spinal Lesions Detection and Classification from Radiographs,"Hieu T. Nguyen, Hieu H. Pham, Nghia T. Nguyen, Ha Q. Nguyen, Thang Q. Huynh, Minh Dao et al.",291-301,/chapter/10.1007/978-3-030-87240-3_28,2021
283,Multi-frame Collaboration for Effective Endoscopic Video Polyp Detection via Spatial-Temporal Feature Transformation,"Lingyun Wu, Zhiqiang Hu, Yuanfeng Ji, Ping Luo, Shaoting Zhang",302-312,/chapter/10.1007/978-3-030-87240-3_29,2021
284,MBFF-Net: Multi-Branch Feature Fusion Network for Carotid Plaque Segmentation in Ultrasound,"Shiyu Mi, Qiqi Bao, Zhanghong Wei, Fan Xu, Wenming Yang",313-322,/chapter/10.1007/978-3-030-87240-3_30,2021
285,Balanced-MixUp for Highly Imbalanced Medical Image Classification,"Adrian Galdran, Gustavo Carneiro, Miguel A. GonzÃ¡lez Ballester",323-333,/chapter/10.1007/978-3-030-87240-3_31,2021
286,Transfer Learning of Deep Spatiotemporal Networks to Model Arbitrarily Long Videos of Seizures,"Fernando PÃ©rez-GarcÃ­a, Catherine Scott, Rachel Sparks, Beate Diehl, SÃ©bastien Ourselin",334-344,/chapter/10.1007/978-3-030-87240-3_32,2021
287,Retina-Match: Ipsilateral Mammography Lesion Matching in a Single Shot Detection Pipeline,"Yinhao Ren, Jiafeng Lu, Zisheng Liang, Lars J. Grimm, Connie Kim, Michael Taylor-Cho et al.",345-354,/chapter/10.1007/978-3-030-87240-3_33,2021
288,Towards Robust Dual-View Transformation via Densifying Sparse Supervision for Mammography Lesion Matching,"Junlin Xian, Zhiwei Wang, Kwang-Ting Cheng, Xin Yang",355-365,/chapter/10.1007/978-3-030-87240-3_34,2021
289,DeepOPG: Improving Orthopantomogram Finding Summarization with Weak Supervision,"Tzu-Ming Harry Hsu, Yin-Chih Chelsea Wang",366-376,/chapter/10.1007/978-3-030-87240-3_35,2021
290,Joint Spinal Centerline Extraction and Curvature Estimation with Row-Wise Classification and Curve Graph Network,"Long Huo, Bin Cai, Pengpeng Liang, Zhiyong Sun, Chi Xiong, Chaoshi Niu et al.",377-386,/chapter/10.1007/978-3-030-87240-3_36,2021
291,LDPolypVideo Benchmark: A Large-Scale Colonoscopy Video Dataset of Diverse Polyps,"Yiting Ma, Xuejin Chen, Kai Cheng, Yang Li, Bin Sun",387-396,/chapter/10.1007/978-3-030-87240-3_37,2021
292,Continual Learning with Bayesian Model Based on a Fixed Pre-trained Feature Extractor,"Yang Yang, Zhiying Cui, Junjie Xu, Changhong Zhong, Ruixuan Wang, Wei-Shi Zheng",397-406,/chapter/10.1007/978-3-030-87240-3_38,2021
293,Alleviating Data Imbalance Issue with Perturbed Input During Inference,"Kanghao Chen, Yifan Mao, Huijuan Lu, Chenghua Zeng, Ruixuan Wang, Wei-Shi Zheng",407-417,/chapter/10.1007/978-3-030-87240-3_39,2021
294,A Deep Reinforced Tree-Traversal Agent for Coronary Artery Centerline Extraction,"Zhuowei Li, Qing Xia, Zhiqiang Hu, Wenji Wang, Lijian Xu, Shaoting Zhang",418-428,/chapter/10.1007/978-3-030-87240-3_40,2021
295,Sequential Gaussian Process Regression for Simultaneous Pathology Detection and Shape Reconstruction,"Dana Rahbani, Andreas Morel-Forster, Dennis Madsen, Jonathan Aellen, Thomas Vetter",429-438,/chapter/10.1007/978-3-030-87240-3_41,2021
296,Predicting Symptoms from Multiphasic MRI via Multi-instance Attention Learning for Hepatocellular Carcinoma Grading,"Zelin Qiu, Yongsheng Pan, Jie Wei, Dijia Wu, Yong Xia, Dinggang Shen",439-448,/chapter/10.1007/978-3-030-87240-3_42,2021
297,Triplet-Branch Network with Prior-Knowledge Embedding for Fatigue Fracture Grading,"Yuexiang Li, Yanping Wang, Guang Lin, Yi Lin, Dong Wei, Qirui Zhang et al.",449-458,/chapter/10.1007/978-3-030-87240-3_43,2021
298,DeepMitral: Fully Automatic 3D Echocardiography Segmentation for Patient Specific Mitral Valve Modelling,"Patrick Carnahan, John Moore, Daniel Bainbridge, Mehdi Eskandari, Elvis C. S. Chen, Terry M. Peters",459-468,/chapter/10.1007/978-3-030-87240-3_44,2021
299,Data Augmentation in Logit Space for Medical Image Classification with Limited Training Data,"Yangwen Hu, Zhehao Zhong, Ruixuan Wang, Hongmei Liu, Zhijun Tan, Wei-Shi Zheng",469-479,/chapter/10.1007/978-3-030-87240-3_45,2021
300,Collaborative Image Synthesis and Disease Diagnosis for Classification of Neurodegenerative Disorders with Incomplete Multi-modal Neuroimages,"Yongsheng Pan, Yuanyuan Chen, Dinggang Shen, Yong Xia",480-489,/chapter/10.1007/978-3-030-87240-3_46,2021
301,Seg4Reg+: Consistency Learning Between Spine Segmentation and Cobb Angle Regression,"Yi Lin, Luyan Liu, Kai Ma, Yefeng Zheng",490-499,/chapter/10.1007/978-3-030-87240-3_47,2021
302,Meta-modulation Network for Domain Generalization in Multi-site fMRI Classification,"Jaein Lee, Eunsong Kang, Eunjin Jeon, Heung-Il Suk",500-509,/chapter/10.1007/978-3-030-87240-3_48,2021
303,3D Brain Midline Delineation for Hematoma Patients,"Chenchen Qin, Haoming Li, Yixun Liu, Hong Shang, Hanqi Pei, Xiaoning Wang et al.",510-518,/chapter/10.1007/978-3-030-87240-3_49,2021
304,Unsupervised Representation Learning Meets Pseudo-Label Supervised Self-Distillation: A New Approach to Rare Disease Classification,"Jinghan Sun, Dong Wei, Kai Ma, Liansheng Wang, Yefeng Zheng",519-529,/chapter/10.1007/978-3-030-87240-3_50,2021
305,nnDetection: A Self-configuring Method for Medical Object Detection,"Michael Baumgartner, Paul F. JÃ¤ger, Fabian Isensee, Klaus H. Maier-Hein",530-539,/chapter/10.1007/978-3-030-87240-3_51,2021
306,Automating Embryo Development Stage Detection in Time-Lapse Imaging with Synergic Loss and Temporal Learning,"Lisette Lockhart, Parvaneh Saeedi, Jason Au, Jon Havelock",540-549,/chapter/10.1007/978-3-030-87240-3_52,2021
307,Deep Neural Dynamic Bayesian Networks Applied to EEG Sleep Spindles Modeling,"Carlos A. Loza, Laura L. Colgin",550-560,/chapter/10.1007/978-3-030-87240-3_53,2021
308,Few Trust Data Guided Annotation Refinement for Upper Gastrointestinal Anatomy Recognition,"Yan Li, Kai Lan, Xiaoyi Chen, Li Quan, Ni Zhang",561-570,/chapter/10.1007/978-3-030-87240-3_54,2021
309,Asymmetric 3D Context Fusion for Universal Lesion Detection,"Jiancheng Yang, Yi He, Kaiming Kuang, Zudi Lin, Hanspeter Pfister, Bingbing Ni",571-580,/chapter/10.1007/978-3-030-87240-3_55,2021
310,Detecting Outliers with Poisson Image Interpolation,"Jeremy Tan, Benjamin Hou, Thomas Day, John Simpson, Daniel Rueckert, Bernhard Kainz",581-591,/chapter/10.1007/978-3-030-87240-3_56,2021
311,MG-NET: Leveraging Pseudo-imaging for Multi-modal Metagenome Analysis,"Sathyanarayanan N. Aakur, Sai Narayanan, Vineela Indla, Arunkumar Bagavathi, Vishalini Laguduva Ramnath, Akhilesh Ramachandran",592-602,/chapter/10.1007/978-3-030-87240-3_57,2021
312,Multimodal Multitask Deep Learning for X-Ray Image Retrieval,"Yang Yu, Peng Hu, Jie Lin, Pavitra Krishnaswamy",603-613,/chapter/10.1007/978-3-030-87240-3_58,2021
313,Linear Prediction Residual for Efficient Diagnosis of Parkinsonâ€™s Disease from Gait,"Shanmukh Alle, U. Deva Priyakumar",614-623,/chapter/10.1007/978-3-030-87240-3_59,2021
314,Primary Tumor and Inter-Organ Augmentations for Supervised Lymph Node Colon Adenocarcinoma Metastasis Detection,"Apostolia Tsirikoglou, Karin Stacke, Gabriel Eilertsen, Jonas Unger",624-633,/chapter/10.1007/978-3-030-87240-3_60,2021
315,Radiomics-Informed Deep Curriculum Learning for Breast Cancer Diagnosis,"Giacomo Nebbia, Saba Dadsetan, Dooman Arefan, Margarita L. Zuley, Jules H. Sumkin, Heng Huang et al.",634-643,/chapter/10.1007/978-3-030-87240-3_61,2021
316,Lung Cancer Risk Estimation with Incomplete Data: A Joint Missing Imputation Perspective,"Riqiang Gao, Yucheng Tang, Kaiwen Xu, Ho Hin Lee, Steve Deppen, Kim Sandler et al.",647-656,/chapter/10.1007/978-3-030-87240-3_62,2021
317,Co-graph Attention Reasoning Based Imaging and Clinical Features Integration for Lymph Node Metastasis Prediction,"Hui Cui, Ping Xuan, Qiangguo Jin, Mingjun Ding, Butuo Li, Bing Zou et al.",657-666,/chapter/10.1007/978-3-030-87240-3_63,2021
318,"Deep Orthogonal Fusion: Multimodal Prognostic Biomarker Discovery Integrating Radiology, Pathology, Genomic, and Clinical Data","Nathaniel Braman, Jacob W. H. Gordon, Emery T. Goossens, Caleb Willis, Martin C. Stumpe, Jagadish Venkataraman",667-677,/chapter/10.1007/978-3-030-87240-3_64,2021
319,A Novel Bayesian Semi-parametric Model for Learning Heritable Imaging Traits,"Yize Zhao, Xiwen Zhao, Mansu Kim, Jingxuan Bao, Li Shen",678-687,/chapter/10.1007/978-3-030-87240-3_65,2021
320,Combining 3D Image and Tabular Data via the Dynamic Affine Feature Map Transform,"Sebastian PÃ¶lsterl, Tom Nuno Wolf, Christian Wachinger",688-698,/chapter/10.1007/978-3-030-87240-3_66,2021
321,Image-Derived Phenotype Extraction for Genetic Discovery via Unsupervised Deep Learning in CMR Images,"Rodrigo Bonazzola, Nishant Ravikumar, Rahman Attar, Enzo Ferrante, Tanveer Syeda-Mahmood, Alejandro F. Frangi",699-708,/chapter/10.1007/978-3-030-87240-3_67,2021
322,GKD: Semi-supervised Graph Knowledge Distillation for Graph-Independent Inference,"Mahsa Ghorbani, Mojtaba Bahrami, Anees Kazi, Mahdieh Soleymani Baghshah, Hamid R. Rabiee, Nassir Navab",709-718,/chapter/10.1007/978-3-030-87240-3_68,2021
323,Predicting Esophageal Fistula Risks Using a Multimodal Self-attention Network,"Yulu Guan, Hui Cui, Yiyue Xu, Qiangguo Jin, Tian Feng, Huawei Tu et al.",721-730,/chapter/10.1007/978-3-030-87240-3_69,2021
324,Hybrid Aggregation Network for Survival Analysis from Whole Slide Histopathological Images,"Jia-Ren Chang, Ching-Yi Lee, Chi-Chung Chen, Joachim Reischl, Talha Qaiser, Chao-Yuan Yeh",731-740,/chapter/10.1007/978-3-030-87240-3_70,2021
325,Intracerebral Haemorrhage Growth Prediction Based on Displacement Vector Field and Clinical Metadata,"Ting Xiao, Han Zheng, Xiaoning Wang, Xinghan Chen, Jianbo Chang, Jianhua Yao et al.",741-751,/chapter/10.1007/978-3-030-87240-3_71,2021
326,AMINN: Autoencoder-Based Multiple Instance Neural Network Improves Outcome Prediction in Multifocal Liver Metastases,"Jianan Chen, Helen M. C. Cheung, Laurent Milot, Anne L. Martel",752-761,/chapter/10.1007/978-3-030-87240-3_72,2021
327,"Survival Prediction Based on Histopathology Imaging and Clinical Data: A Novel, Whole Slide CNN Approach","Saloni Agarwal, Mohamedelfatih Eltigani Osman Abaker, Ovidiu Daescu",762-771,/chapter/10.1007/978-3-030-87240-3_73,2021
328,Beyond Non-maximum Suppression - Detecting Lesions in Digital Breast Tomosynthesis Volumes,"Yoel Shoshan, Aviad Zlotnick, Vadim Ratner, Daniel Khapun, Ella Barkan, Flora Gilboa-Solomon",772-781,/chapter/10.1007/978-3-030-87240-3_74,2021
329,A Structural Causal Model for MR Images of Multiple Sclerosis,"Jacob C. Reinhold, Aaron Carass, Jerry L. Prince",782-792,/chapter/10.1007/978-3-030-87240-3_75,2021
330, $$\mathsf {EMA}$$ EMA : Auditing Data Removal from Trained Models,"Yangsibo Huang, Xiaoxiao Li, Kai Li",793-803,/chapter/10.1007/978-3-030-87240-3_76,2021
331,AnaXNet: Anatomy Aware Multi-label Finding Classification in Chest X-Ray,"Nkechinyere N. Agu, Joy T. Wu, Hanqing Chao, Ismini Lourentzou, Arjun Sharma, Mehdi Moradi et al.",804-813,/chapter/10.1007/978-3-030-87240-3_77,2021
332,Projection-Wise Disentangling for Fair and Interpretable Representation Learning: Application to 3D Facial Shape Analysis,"Xianjing Liu, Bo Li, Esther E. Bron, Wiro J. Niessen, Eppo B. Wolvius, Gennady V. Roshchupkin",814-823,/chapter/10.1007/978-3-030-87240-3_78,2021
333,Attention-Based Multi-scale Gated Recurrent Encoder with Novel Correlation Loss for COVID-19 Progression Prediction,"Aishik Konwer, Joseph Bae, Gagandeep Singh, Rishabh Gattu, Syed Ali, Jeremy Green et al.",824-833,/chapter/10.1007/978-3-030-87240-3_79,2021
334,Correction to: Transfer Learning of Deep Spatiotemporal Networks to Model Arbitrarily Long Videos of Seizures,"Fernando PÃ©rez-GarcÃ­a, Catherine Scott, Rachel Sparks, Beate Diehl, SÃ©bastien Ourselin",C1-C1,/chapter/10.1007/978-3-030-87240-3_80,2021
335,Two-Stage Self-supervised Cycle-Consistency Network for Reconstruction of Thin-Slice MR Images,"Zhiyang Lu, Zheng Li, Jun Wang, Jun Shi, Dinggang Shen",3-12,/chapter/10.1007/978-3-030-87231-1_1,2021
336,Over-and-Under Complete Convolutional RNN for MRI Reconstruction,"Pengfei Guo, Jeya Maria Jose Valanarasu, Puyang Wang, Jinyuan Zhou, Shanshan Jiang, Vishal M. Patel",13-23,/chapter/10.1007/978-3-030-87231-1_2,2021
337,TarGAN: Target-Aware Generative Adversarial Networks for Multi-modality Medical Image Translation,"Junxiao Chen, Jia Wei, Rui Li",24-33,/chapter/10.1007/978-3-030-87231-1_3,2021
338,Synthesizing Multi-tracer PET Images for Alzheimerâ€™s Disease Patients Using a 3D Unified Anatomy-Aware Cyclic Adversarial Network,"Bo Zhou, Rui Wang, Ming-Kai Chen, Adam P. Mecca, Ryan S. Oâ€™Dell, Christopher H. Van Dyck et al.",34-43,/chapter/10.1007/978-3-030-87231-1_4,2021
339,Generalised Super Resolution for Quantitative MRI Using Self-supervised Mixture of Experts,"Hongxiang Lin, Yukun Zhou, Paddy J. Slator, Daniel C. Alexander",44-54,/chapter/10.1007/978-3-030-87231-1_5,2021
340,TransCT: Dual-Path Transformer for Low Dose Computed Tomography,"Zhicheng Zhang, Lequan Yu, Xiaokun Liang, Wei Zhao, Lei Xing",55-64,/chapter/10.1007/978-3-030-87231-1_6,2021
341,IREM: High-Resolution Magnetic Resonance Image Reconstruction via Implicit Neural Representation,"Qing Wu, Yuwei Li, Lan Xu, Ruiming Feng, Hongjiang Wei, Qing Yang et al.",65-74,/chapter/10.1007/978-3-030-87231-1_7,2021
342,DA-VSR: Domain Adaptable Volumetric Super-Resolution for Medical Images,"Cheng Peng, S. Kevin Zhou, Rama Chellappa",75-85,/chapter/10.1007/978-3-030-87231-1_8,2021
343,Improving Generalizability in Limited-Angle CT Reconstruction with Sinogram Extrapolation,"Ce Wang, Haimiao Zhang, Qian Li, Kun Shang, Yuanyuan Lyu, Bin Dong et al.",86-96,/chapter/10.1007/978-3-030-87231-1_9,2021
344,Fast Magnetic Resonance Imaging on Regions of Interest: From Sensing to Reconstruction,"Liyan Sun, Hongyu Huang, Xinghao Ding, Yue Huang, Xiaoqing Liu, Yizhou Yu",97-106,/chapter/10.1007/978-3-030-87231-1_10,2021
345,InDuDoNet: An Interpretable Dual Domain Network for CT Metal Artifact Reduction,"Hong Wang, Yuexiang Li, Haimiao Zhang, Jiawei Chen, Kai Ma, Deyu Meng et al.",107-118,/chapter/10.1007/978-3-030-87231-1_11,2021
346,Depth Estimation for Colonoscopy Images with Self-supervised Learning from Videos,"Kai Cheng, Yiting Ma, Bin Sun, Yang Li, Xuejin Chen",119-128,/chapter/10.1007/978-3-030-87231-1_12,2021
347,Joint Optimization of Hadamard Sensing and Reconstruction in Compressed Sensing Fluorescence Microscopy,"Alan Q. Wang, Aaron K. LaViolette, Leo Moon, Chris Xu, Mert R. Sabuncu",129-139,/chapter/10.1007/978-3-030-87231-1_13,2021
348,Multi-contrast MRI Super-Resolution via a Multi-stage Integration Network,"Chun-Mei Feng, Huazhu Fu, Shuhao Yuan, Yong Xu",140-149,/chapter/10.1007/978-3-030-87231-1_14,2021
349,Generator Versus Segmentor: Pseudo-healthy Synthesis,"Yunlong Zhang, Chenxin Li, Xin Lin, Liyan Sun, Yihong Zhuang, Yue Huang et al.",150-160,/chapter/10.1007/978-3-030-87231-1_15,2021
350,Real-Time Mapping of Tissue Properties for Magnetic Resonance Fingerprinting,"Yilin Liu, Yong Chen, Pew-Thian Yap",161-170,/chapter/10.1007/978-3-030-87231-1_16,2021
351,Estimation of High Framerate Digital Subtraction Angiography Sequences at Low Radiation Dose,"Nazim Haouchine, Parikshit Juvekar, Xin Xiong, Jie Luo, Tina Kapur, Rose Du et al.",171-180,/chapter/10.1007/978-3-030-87231-1_17,2021
352,RLP-Net: A Recursive Light Propagation Network for 3-D Virtual Refocusing,"Changyeop Shin, Hyun Ryu, Eun-Seo Cho, Young-Gyu Yoon",181-190,/chapter/10.1007/978-3-030-87231-1_18,2021
353,Noise Mapping and Removal in Complex-Valued Multi-Channel MRI via Optimal Shrinkage of Singular Values,"Khoi Minh Huynh, Wei-Tang Chang, Sang Hun Chung, Yong Chen, Yueh Lee, Pew-Thian Yap",191-200,/chapter/10.1007/978-3-030-87231-1_19,2021
354,Self Context and Shape Prior for Sensorless Freehand 3D Ultrasound Reconstruction,"Mingyuan Luo, Xin Yang, Xiaoqiong Huang, Yuhao Huang, Yuxin Zou, Xindi Hu et al.",201-210,/chapter/10.1007/978-3-030-87231-1_20,2021
355,Universal Undersampled MRI Reconstruction,"Xinwen Liu, Jing Wang, Feng Liu, S. Kevin Zhou",211-221,/chapter/10.1007/978-3-030-87231-1_21,2021
356,A Neural Framework for Multi-variable Lesion Quantification Through B-Mode Style Transfer,"SeokHwan Oh, Myeong-Gee Kim, Youngmin Kim, Hyuksool Kwon, Hyeon-Min Bae",222-231,/chapter/10.1007/978-3-030-87231-1_22,2021
357,Temporal Feature Fusion with Sampling Pattern Optimization for Multi-echo Gradient Echo Acquisition and Image Reconstruction,"Jinwei Zhang, Hang Zhang, Chao Li, Pascal Spincemaille, Mert Sabuncu, Thanh D. Nguyen et al.",232-242,/chapter/10.1007/978-3-030-87231-1_23,2021
358,Dual-Domain Adaptive-Scaling Non-local Network for CT Metal Artifact Reduction,"Tao Wang, Wenjun Xia, Yongqiang Huang, Huaiqiang Sun, Yan Liu, Hu Chen et al.",243-253,/chapter/10.1007/978-3-030-87231-1_24,2021
359,Towards Ultrafast MRI via Extreme k-Space Undersampling and Superresolution,"Aleksandr Belov, JoÃ«l Stadelmann, Sergey Kastryulin, Dmitry V. Dylov",254-264,/chapter/10.1007/978-3-030-87231-1_25,2021
360,Adaptive Squeeze-and-Shrink Image Denoising for Improving Deep Detection of Cerebral Microbleeds,"Hangfan Liu, Tanweer Rashid, Jeffrey Ware, Paul Jensen, Thomas Austin, Ilya Nasrallah et al.",265-275,/chapter/10.1007/978-3-030-87231-1_26,2021
